tenure,MonthlyCharges,TotalCharges
1,20.85,20.85
1,30.2,30.2
1,39.65,39.65
33,86.15,2745.7
20,54,1055.9
33,73.9,2405.05
72,89.1,6352.4
58,64.9,3795.45
5,21.05,113.85
41,19.3,772.4
63,20.5,1328.15
67,104.1,7040.85
3,73.85,196.4
37,67.45,2443.3
58,20.5,1191.4
34,100.05,3480
7,44.75,333.65
8,60.9,551.95
32,84.15,2585.95
61,81.05,4747.65
15,75.35,1114.55
50,19.8,1013.2
1,70.45,70.45
1,50.15,50.15
4,89.6,365.65
32,85,2642.05
5,20.45,106.9
23,99.95,2292.75
67,60.4,3953.7
70,80.15,5600.15
19,95.15,1789.25
55,19.5,1026.35
67,59.55,4103.9
5,25.9,135
50,84.4,4116.15
1,24.7,24.7
25,75.5,1901.05
41,70.2,2894.55
66,104.25,6860.6
70,114.2,7723.9
72,115.5,8312.75
72,109.55,7887.25
10,29.6,299.05
1,55,55
7,19.85,144.15
21,65.35,1424.4
46,40.4,1842.7
15,74.9,1107.25
8,19.65,164.3
9,74.85,708.2
8,85.2,695.75
35,19.25,617.65
8,49.4,408.25
42,97.1,4016.75
43,84.25,3539.25
9,81.15,784.45
45,20.85,892.15
3,70.15,194.2
68,82.45,5646.6
55,100,5509.3
72,109.95,7852.4
26,66.05,1652.4
72,79.35,5753.25
45,86.1,3861.45
42,20.35,869.9
26,19.3,504.2
9,91.75,865.8
56,80.3,4513.65
4,70.15,268.35
27,75.5,1893.95
68,96.55,6581.9
32,72.8,2333.05
68,105.25,7173.15
26,86.65,2208.75
4,70.9,273
66,59.75,3996.8
6,19.65,100.9
56,24.3,1261.7
2,49.6,114.7
13,70.15,931.75
72,95.1,6843.15
71,76.9,5522.7
8,19.05,201.7
8,29.35,216.45
58,107.75,6332.75
3,25.3,77.75
30,90.25,2755.35
21,96.8,2030.3
65,92.7,5968.4
65,53.5,3517.9
23,99.85,2331.3
3,29.7,91.7
1,19.9,19.9
72,107.45,7658.3
26,50.35,1277.5
59,99.5,5961.1
13,98.15,1230.25
68,54.45,3687.75
54,87.1,4735.2
72,65.6,4566.5
4,70.65,293.85
72,105.75,7629.85
32,19.45,674.55
68,88,6161.9
1,19.4,19.4
18,95.15,1779.95
70,79.6,5589.45
48,95.5,4627.85
22,87,1850.65
24,94.1,2322.85
3,74.4,229.55
1,78.05,78.05
51,49.65,2553.35
27,56.2,1567.55
8,19.7,130.25
54,90.05,4931.8
3,19.1,52
41,78.35,3211.2
23,99.25,2186.4
3,43.3,123.65
51,56.4,2928.5
47,41.9,1875.25
23,19.8,465.45
51,94,4905.75
32,19.75,624.15
63,80.3,4896.35
16,79.5,1264.2
41,45.2,1841.9
1,69.85,69.85
1,74.9,74.9
15,58.95,955.15
9,66.25,620.55
15,49,749.25
1,44.7,44.7
17,66.7,1077.05
50,103.85,5017.9
58,24.35,1423.85
26,49.15,1237.3
40,19.1,780.1
27,19.4,460.25
54,70.15,3715.65
7,20.65,158.95
34,108.9,3625.2
70,67.95,4664.15
1,88.35,88.35
24,56.35,1381.2
41,114.5,4527.45
43,109.55,4830.25
26,80.7,2193
55,19.4,1083
71,66.8,4689.15
2,55.3,108.65
1,84.5,84.5
72,80.45,5886.85
23,19.65,436.9
64,81.05,5135.35
42,25.1,1097.15
11,34.7,383.55
49,30.2,1453.1
46,56.9,2560.1
64,24.4,1601.2
8,56.3,401.5
4,88.85,372.45
4,100.2,420.2
34,64.35,2053.05
15,69.5,1071.4
50,20.35,938.95
1,89.9,89.9
37,19.6,727.8
65,109.15,6941.2
24,104.25,2433.9
1,79.6,79.6
7,20.05,96.8
48,96.9,4473.45
11,35.8,363.15
7,69.95,529.5
5,74.65,383.65
34,99.85,3343.15
52,72.95,3829.75
70,72.95,5265.55
5,74.35,334.8
2,45.25,74.2
27,19.15,537.35
28,101.3,2812.2
8,19.9,153.95
67,107.05,7142.5
71,24.65,1766.75
16,73.85,1284.2
56,45.05,2560.1
26,56.05,1553.2
55,90.4,5099.15
47,65,2879.9
22,39.2,849.9
8,66.25,546.45
55,57.55,3046.4
46,81,3846.35
11,35.65,425.1
1,54.35,54.35
1,60.1,60.1
11,69.35,712.25
65,107.45,7047.5
12,99.45,1200.15
42,104.75,4323.45
22,83.05,1799.3
72,104.95,7544.3
31,86.55,2697.4
55,64.2,3627.3
42,77.95,3384
2,79.75,164.5
43,92.55,4039
1,89.25,89.25
4,45.25,155.35
66,58.2,3810.8
24,55.15,1319.85
4,18.85,84.2
42,95.25,3959.35
72,113.65,8124.2
13,96.85,1235.55
72,106.1,7548.6
1,74.2,74.2
32,64.85,2010.95
1,90.1,90.1
50,101.9,5265.5
21,94.25,1973.75
23,44.95,996.85
29,94.45,2653.65
5,49.4,232.55
1,19.45,19.45
72,45.25,3139.8
8,59.25,436.6
70,110.5,7752.05
29,19.4,554.25
1,74.7,74.7
2,19.6,35.85
1,75.55,75.55
8,80.65,633.3
29,20,540.05
62,25.8,1563.95
72,109.55,8165.1
39,23.8,903.8
10,25.7,251.6
68,111.75,7511.3
27,100.5,2673.45
71,56.45,3985.35
72,82.65,5919.35
57,86.9,4939.25
4,20.35,76.35
25,20.95,495.15
2,69.75,144.55
71,24.4,1725.4
64,68.3,4378.8
1,20.3,20.3
6,26.35,184.05
33,83.35,2757.85
1,51.2,51.2
67,112.35,7388.45
8,43.35,371.4
22,55.15,1206.05
7,84.55,646.85
8,20.45,162.3
37,19.8,677.05
2,74.4,139.4
3,105.9,334.65
72,49.2,3580.95
7,86.25,587.1
16,20.5,290.55
10,79.95,857.2
50,89.7,4304.5
70,76.95,5289.8
64,24.8,1514.85
2,54.85,104.2
5,69.95,330.15
4,75.65,302.35
8,19.5,159.35
25,19.05,461.3
22,20.75,452.35
72,26.45,1914.5
69,35.75,2492.25
1,69.9,69.9
14,78.95,1101.85
55,96.8,5283.95
31,59.05,1882.8
8,54.25,447.75
53,20.8,1021.8
46,94.65,4312.5
27,59.45,1611.65
62,92.05,5755.8
12,84.6,959.9
63,100.55,6215.35
67,67.85,4627.65
3,75.25,242
66,80.45,5224.35
72,24.3,1643.25
72,105,7578.05
7,71.05,472.65
72,115.6,8220.4
46,104.4,4904.2
1,19.5,19.5
72,115.15,8349.7
1,44.6,44.6
22,65.05,1427.55
39,35.55,1309.15
71,59.7,4122.65
7,44.4,265.8
14,89.95,1178.4
9,79.75,769.1
60,99.65,5941.05
1,79.1,79.1
56,104.55,5794.65
53,20.2,1068.15
57,71.1,4140.1
24,35.75,830.8
35,89.7,3165.6
44,94.4,4295.35
4,98.1,396.3
20,94.55,1899.65
62,89.8,5629.55
1,90.85,90.85
71,109.6,7854.15
72,104.9,7537.5
52,39.1,1982.1
68,100.3,6754.35
7,89.75,608.8
8,20.25,158.35
11,99.55,1131.2
71,19.9,1389.35
5,89.8,502.6
33,20.6,690.25
67,25.25,1733.15
72,89.8,6510.45
1,74.3,74.3
71,99,6994.6
1,24.8,24.8
1,25.85,25.85
26,19.2,459.6
1,20.5,20.5
18,84.95,1443.65
9,20.25,172.35
51,93.5,4619.55
17,25.15,412.6
61,75.35,4729.3
24,24.7,571.75
16,55.3,875.35
3,80,241.3
71,104.1,7412.25
1,74,74
70,109.5,7534.65
72,20.8,1521.2
5,63.95,318.1
9,75.6,661.55
41,101.6,3930.55
25,20.05,471.7
4,50.4,206.6
28,18.25,534.7
4,25.25,101.9
71,90.1,6310.9
66,100.8,6690.75
1,45.05,45.05
5,68.95,351.5
3,29.2,98.5
33,53.75,1857.3
71,19.1,1372.45
45,20.4,930.45
52,59.45,3043.7
5,44.05,202.15
4,99.6,347.65
40,78.85,3126.85
8,103.35,847.3
22,90,1993.8
4,44.55,220.75
31,93.8,2939.8
3,94.6,279.55
5,51,305.95
5,70.05,302.6
72,84.7,5893.9
1,75.75,75.75
33,93.35,3092
29,101.45,2948.6
63,84,5329.55
71,25.45,1813.35
54,59.8,3246.45
20,91,1859.5
2,45.15,98.5
40,101.85,4086.3
19,24.1,439.2
50,39.45,2021.35
5,75.15,392.65
12,29.3,355.9
2,24.4,36.55
63,91.35,5764.7
37,98.8,3475.55
46,19.2,908.15
8,83.55,680.05
39,104.7,4134.85
2,56.55,118.25
13,84.6,1115.2
69,105.2,7386.05
37,101.9,3545.35
39,20.45,790
22,100.05,2090.25
63,81.2,4965.1
72,100.9,7459.05
62,23.4,1429.65
26,61.55,1581.95
69,61.45,4131.2
53,48.7,2495.2
8,87.1,713.6
13,55.15,742.9
56,24.8,1424.2
42,74.15,3229.4
72,84.45,6033.1
9,101.5,906.85
23,75,1778.5
42,100.3,4222.95
48,60.6,2985.25
72,21,1493.75
49,81.35,4060.9
72,87.1,6230.1
32,104.05,3416.85
2,70.7,151.65
1,20.95,20.95
56,103.2,5744.35
9,90.1,816.8
8,66.7,579
7,58.85,465.7
19,48.95,955.6
71,89.9,6457.15
1,69.85,69.85
7,99.8,673.25
60,49.75,3069.45
49,95.6,4783.5
28,90.1,2598.95
30,48.8,1536.75
50,20.15,930.9
17,83.55,1329.15
14,20.4,292.4
5,84,424.75
17,70,1144.5
22,51.1,1232.9
29,20,599.3
8,94.7,740.3
36,90.85,3186.7
1,20.15,20.15
14,86,1164.05
69,81.95,5601.4
40,51.1,2092.9
43,94.3,3953.15
32,80.3,2483.05
31,90.7,2845.15
6,19.85,119.3
52,102.7,5138.1
54,100.1,5440.9
70,102.95,7101.5
42,106.15,4512.7
46,101,4680.05
4,19,78.9
12,25.25,274.7
60,74.85,4456.35
25,19.2,532.1
18,57.45,990.85
13,75,999.45
68,25.5,1821.8
6,89.5,573.3
72,103.4,7372.65
58,105.5,6205.5
71,79.1,5564.85
72,110.8,7882.25
1,95,95
4,74.4,306.6
68,73,5163
31,59.95,1848.8
1,79.7,79.7
8,25.25,186.3
72,109.9,7624.2
16,71.4,1212.1
49,100.6,5069.65
24,99.65,2404.85
19,83.65,1465.75
21,60.25,1258.35
44,56.25,2419.55
71,83.2,6126.1
12,53.75,648.65
8,45.45,411.75
10,53.7,521
15,20,288.05
70,99.35,6944.5
40,74.8,2971.7
53,95.95,5036.9
30,19.55,608.5
72,92.65,6733
13,20.85,272.35
31,79.85,2404.15
4,19.55,68.8
41,106.5,4282.4
3,70.4,204.7
1,74.1,74.1
66,90.05,5965.95
7,100.4,715
27,80.85,2204.35
21,45.65,985.05
17,92.6,1579.7
43,108.15,4600.7
57,90.45,5229.8
45,75.15,3480.35
40,91.55,3673.6
32,74.75,2282.95
2,65.7,134.35
2,69.8,146.65
41,19.5,798.2
5,85.3,424.15
32,91.05,2871.5
70,106.5,7397
11,100.75,1129.75
71,23.9,1626.4
21,64.95,1339.8
9,74.65,703.55
7,20.65,155.9
70,113,7987.6
8,74.5,606.55
17,51.5,900.5
7,80.3,526.7
6,20.1,100.35
58,98.9,5780.7
19,49.6,962.9
46,21.1,937.1
32,30.15,927.65
72,24.15,1776.45
2,80.45,137.1
5,51.35,262.3
3,69.65,220.1
5,65.6,339.9
44,90.65,3974.15
46,108.65,4903.2
6,91,531
3,19.8,58.15
51,83.4,4149.45
3,65.25,209.9
12,84.6,1017.35
33,20.15,682.15
68,85.5,5696.6
71,79.05,5552.5
68,20.05,1386.9
3,74.55,233.65
2,60.85,111.4
13,85.95,1215.65
65,110.8,7245.9
10,18.85,163.2
49,99.25,4920.8
13,98,1237.85
8,20.15,156.25
10,55.55,551.3
2,44.3,89.3
57,55.7,3171.6
50,35.4,1748.9
26,60.05,1616.15
24,93.55,2264.05
23,106.4,2483.5
27,95,2462.55
36,75.55,2680.15
72,101.3,7261.25
1,74.45,74.45
64,104.65,6889.8
1,20.15,20.15
12,21.05,262.05
63,24.65,1574.5
1,25.1,25.1
8,100.85,819.55
26,87.15,2274.1
49,94.8,4690.65
71,20.9,1493.2
64,54.6,3423.5
28,25.7,734.6
1,55,55
38,70.6,2708.2
25,102.8,2660.2
61,19.75,1124.2
9,100.5,918.6
72,88.7,6301.7
1,20.5,20.5
72,117.8,8684.8
4,55.5,227.35
62,54.75,3425.35
42,63.7,2763.35
25,54.2,1423.15
65,110.35,7246.15
43,75.2,3198.6
5,45.4,214.75
47,100.5,4707.1
1,101.45,101.45
23,59.95,1406
52,98.15,4993.4
61,24.4,1417.9
72,90.95,6468.6
62,20.3,1296.15
44,54.3,2390.45
23,19.5,470.2
19,45,865.85
15,19.75,297.3
51,81.15,4126.2
58,61.05,3478.75
13,53.45,718.1
30,19.8,576.65
3,85.7,256.75
27,100.75,2793.55
54,20.05,1102.4
17,89.15,1496.9
28,76.55,2065.4
66,96.6,6424.25
5,75.65,399.45
22,25.25,566.5
72,20.55,1432.55
20,84.35,1745.2
68,90.2,6297.65
63,102.4,6444.05
22,94.65,2104.55
2,91.15,168.5
34,85.2,2874.45
41,53.95,2215.4
25,69.5,1752.65
53,93.9,5029.2
48,78.9,3771.5
38,80.3,3058.65
36,106.05,3834.4
2,20.35,33.2
1,45.1,45.1
31,79.2,2497.2
24,75.4,1747.85
44,92.95,4122.9
48,111.45,5315.1
26,91.25,2351.8
1,20.1,20.1
55,64.75,3617.1
72,63.8,4684.3
7,98.05,713
52,84.1,4348.65
53,94,4871.45
25,25.5,630.6
23,59.7,1414.2
57,93.75,5625.55
70,110.2,7689.8
43,19.55,876.15
32,20.05,614.45
9,20.25,186.15
54,95.1,5064.85
24,19.9,533.5
43,94.5,4156.8
36,74.9,2659.45
61,106.6,6428.4
66,103.1,6595
35,55.25,1924.1
71,86.85,6263.8
1,55.2,55.2
12,19.8,202.25
56,85.65,4824.45
61,115.1,6993.65
29,89.2,2698.35
18,46.4,812.4
1,45.85,45.85
72,106.3,7565.35
72,104.9,7559.55
3,74.25,210.3
33,39.1,1309
66,61.15,4017.45
71,71,5012.1
56,76.85,4275.75
1,49.8,49.8
11,53.8,651.55
1,24.2,24.2
67,24.9,1680.25
9,20.35,191.1
40,74.55,3015.75
2,24.35,41.85
68,39.9,2796.35
8,54.65,482.25
28,54.3,1546.3
39,59.3,2209.15
10,88.85,929.45
6,55.9,365.35
28,54.65,1517.5
64,111.45,7266.95
5,89.15,413.25
71,89.9,6342.7
68,38.9,2719.2
66,102.45,6615.15
47,107.35,5118.95
34,44.85,1442.6
1,48.75,48.75
1,53.55,53.55
31,81.15,2545.75
22,43.75,903.6
69,106.4,7251.9
37,24.1,861.85
53,53.6,2879.2
17,25.65,440.2
72,19.3,1414.8
4,38.55,156.1
2,19.65,38.8
72,114.95,8196.4
42,85.9,3729.75
2,24.3,38.45
35,89.2,3251.3
31,75.5,2424.45
26,95.85,2475.35
72,63.1,4685.55
56,96.85,5219.65
58,84.3,4916.4
4,29.15,110.05
55,21,1210.3
66,90.95,5930.05
50,82.5,4179.1
7,79.3,523.15
22,104.6,2180.55
67,72.35,4991.5
23,20.4,478.75
2,89.55,185.55
18,20.45,357
36,53.65,1939.35
4,85.65,338.9
4,69.35,261.65
72,95.9,6954.15
46,30.75,1489.3
35,70.55,2419
13,80.85,1008.7
29,76,2215.25
71,84.2,5956.85
71,105.7,7472.15
11,44.05,483.7
1,24.25,24.25
28,110.85,3204.4
71,100.2,7209
1,50.45,50.45
35,19.6,686.95
27,45.85,1246.4
50,24.95,1261.45
64,24.05,1559.15
8,54.4,475.1
22,84.75,1816.75
10,95.25,1021.55
13,20.3,275.4
1,19.4,19.4
60,110.6,6586.85
6,56.25,389.1
53,92.55,4779.45
57,104.9,5913.95
65,76.15,4929.55
12,49.05,593.05
49,35.8,1782
30,85.35,2530.4
1,54.5,54.5
14,19.95,268.4
3,83.9,267.4
27,53.45,1461.45
28,100.35,2799
72,96.6,6827.5
24,20.25,439.75
22,78.65,1663.75
58,75.2,4300.8
1,19.75,19.75
71,24.5,1816.2
54,45.2,2460.55
70,79.4,5528.9
58,109.1,6393.65
65,90.65,5931
69,95.2,6671.7
60,20.5,1198.8
32,80.35,2596.15
22,61.15,1422.05
42,19.8,849.9
3,77.4,206.15
45,42.3,1840.75
23,68.75,1689.45
66,103.15,7031.3
40,25.25,1006.9
10,55.2,528.35
5,40,223.45
28,103.3,2890.65
10,19.6,189.45
69,46.25,3121.4
13,91.1,1135.7
4,77.85,299.2
5,81,371.65
71,105.75,7382.85
63,109.85,7002.95
70,74.8,5315.8
59,82.95,4903.15
54,101.5,5373.1
60,99,6017.9
7,20.65,150
57,59.3,3274.35
37,76.25,2841.55
69,82.45,5555.3
17,64.8,1175.6
50,109.65,5551.15
6,74.1,450.9
45,93.9,4200.25
9,18.95,185.6
55,75,4213.9
46,90.95,4236.6
66,89.4,5976.9
24,104.65,2542.45
59,94.75,5597.65
7,53.65,404.35
1,80.05,80.05
36,91.95,3301.05
4,84.05,333.55
12,98.9,1120.95
1,30.5,30.5
12,79.2,943.85
15,65.6,1010
71,105.15,7555
20,85.8,1727.5
4,94.3,424.45
67,43.9,3097.2
4,45.9,199.75
10,75.3,720.45
9,84.45,762.5
35,100.8,3437.5
3,60.65,196.9
68,110.8,7553.6
51,47.85,2356.75
17,19.7,340.35
56,100.3,5614.45
43,60,2548.55
62,70.75,4263.45
1,74.25,74.25
14,80.05,1112.3
1,75.3,75.3
62,104.3,6613.65
62,96.1,6019.35
72,77.35,5396.25
5,59.9,287.85
45,25.5,1121.05
27,78.05,2135.5
2,94.2,193.8
38,66.15,2522.4
47,20.25,873.4
72,78.85,5763.15
19,60.6,1297.8
1,19.15,19.15
36,84.1,3021.6
54,105.85,5826.65
2,70,153.05
13,19.55,265.3
14,50.2,668.85
56,105.35,5794.45
57,53.75,3196
48,73.85,3581.4
4,78.85,292.8
53,106.95,5785.5
67,54.2,3623.95
39,20.7,762.45
54,63.35,3409.1
18,74.15,1387
37,19.5,805.2
72,99.9,7251.7
72,20.35,1354.4
9,80.85,751.65
2,29.85,75.6
7,20.65,134.05
5,51,286.8
29,20.2,558.8
3,34.8,113.95
38,91.7,3479.05
1,19.2,19.2
37,19.8,726.1
10,75.05,786.3
9,59.5,530.05
1,18.9,18.9
50,70.5,3486.65
20,20.05,400
62,96.1,6001.45
52,79.2,4016.3
16,19.75,294.9
1,45.85,45.85
50,19.4,1023.95
39,50.65,1905.4
21,69.1,1474.75
12,73.3,828.05
67,54.9,3725.5
11,65.15,723.35
4,19.9,76.65
18,40.2,711.95
25,19.8,475.2
19,34.3,577.15
70,113.05,7869.05
72,110.9,7922.75
5,69.95,320.4
72,108.05,7806.6
57,99.65,5497.05
66,99.5,6822.15
65,26,1654.85
32,74.9,2303.35
1,20.25,20.25
5,28.45,131.05
44,70.95,3250.45
8,105.5,829.55
37,91.2,3247.55
54,72.1,3886.05
33,88.6,2888.7
54,44.1,2369.7
68,109.05,7508.55
41,50.05,2029.05
3,89.45,240.45
10,24.8,223.9
40,64.1,2460.35
44,19.35,847.25
1,74.7,74.7
67,69.9,4615.9
70,111.95,7795.95
57,19.6,1134.25
30,55.65,1653.85
1,20.25,20.25
4,74.8,321.9
3,64.4,195.65
37,70.35,2552.9
66,65.85,4097.05
69,61.4,4059.85
53,101.9,5549.4
1,70.85,70.85
27,66.15,1874.45
72,112.6,8126.65
29,45,1228.65
31,81.7,2548.65
25,20.2,507.9
59,51.7,3005.8
16,84.95,1378.25
41,89.2,3645.75
15,105.35,1559.25
5,89.35,461.7
60,80.6,4946.7
66,106.05,6981.35
57,89.55,5012.35
4,80.85,302.75
52,103.05,5364.8
5,44.8,220.45
45,108.45,4964.7
26,44.65,1156.55
47,103.1,4889.3
4,80.15,319.85
40,71.35,2847.2
65,104.25,6812.95
21,19.6,390.4
72,25.7,1937.4
35,19.9,666
1,49.55,49.55
38,70.15,2497.35
30,19.4,578.5
4,20.05,91.45
1,46,46
19,88.8,1672.35
16,19.75,313.4
18,80.55,1406.65
1,50.8,50.8
43,86.1,3551.65
71,23.85,1672.1
1,35.45,35.45
1,80.85,80.85
62,20.65,1218.45
53,19.85,1039.45
57,59.6,3509.4
46,100.7,4541.2
60,116.05,6925.9
24,60.45,1440.75
2,49.25,90.35
27,56.7,1652.95
9,44.2,403.35
3,70.3,208.85
72,115.05,8405
6,87.95,522.35
17,70.5,1165.6
24,99.3,2431.35
20,90.7,1781.35
1,25.15,25.15
40,93.4,3756.4
72,19.8,1468.75
48,24,1183.05
44,20,860.85
16,19.35,295.55
68,103.75,7039.45
11,23.15,245.2
52,101.25,5301.1
9,55.3,501.2
71,73.5,5357.75
15,48.8,720.1
6,95.75,573.75
10,74.75,799.65
12,25,316.2
70,76.1,5264.25
10,19.9,199.45
13,74.4,896.75
13,84.45,1058.6
64,84.3,5289.05
60,79.05,4663.4
1,81.95,81.95
39,45.05,1790.6
58,94.35,5563.65
8,19.75,145
30,90.4,2820.65
46,105.2,4822.85
46,20.05,902
22,83.3,1845.9
37,95.25,3314.15
38,20.3,743.05
3,49.9,130.1
1,19.55,19.55
8,60,487.75
19,100,1888.65
66,19.95,1269.1
1,35.9,35.9
71,86.4,6172
36,99.15,3615.6
37,35.8,1316.9
45,100.15,4459.8
29,35.6,1072.6
10,72.15,794.25
32,73.6,2316.85
18,78.2,1468.75
51,106.8,5498.8
37,61.45,2302.35
33,24.5,740.3
72,90.8,6397.6
57,95.3,5567.45
43,99.3,4209.95
1,84.6,84.6
71,54.5,3778.2
40,80.8,3132.75
12,20.4,266.6
13,79.25,1111.65
31,59.7,1825.5
47,20.25,1029.8
57,70.1,3913.3
3,41.15,132.2
8,19.2,156.85
53,71.85,3827.9
14,24.8,321.7
3,19.45,69.25
12,56.3,628.65
47,103.7,4730.6
59,64.65,3735.45
18,82,1425.45
6,44.6,260.8
23,20.3,470.6
2,34.7,62.25
61,79.4,4820.55
24,70,1732.6
58,66.8,3970.4
35,95.45,3474.05
61,19.4,1182.55
2,84.05,134.05
64,104.4,6692.65
44,95.1,4060.55
62,115.05,7133.45
15,55.2,864.55
60,94.15,5811.8
12,20.15,260.7
65,103.9,6767.1
36,60.7,2234.55
10,20.55,187.35
53,24.05,1301.9
66,19.35,1240.8
38,24.25,914.4
69,24.25,1641.8
10,62.25,612.95
8,94,773.65
1,19.45,19.45
46,93.7,4154.8
5,55.7,259.4
26,50.35,1285.8
3,19.1,53.05
48,34.7,1604.5
23,88.45,2130.55
57,19.5,1167.6
56,104.75,5510.65
57,74.6,4368.95
28,80.6,2244.95
70,108.15,7930.55
1,19.75,19.75
71,90.35,6325.25
5,39.5,210.75
10,110.1,1043.3
29,75.35,2243.9
72,20.7,1482.3
55,90.15,4916.95
2,44.35,81.25
19,56.2,1093.4
59,54.15,3116.15
72,109.75,7932.5
40,24.8,1024.7
69,99.15,6875.35
3,35.45,106.85
70,90.05,6333.4
32,86.1,2723.75
53,105.25,5576.3
62,103.75,6383.35
62,20.05,1263.9
4,20.2,55.7
68,60.65,3975.9
46,99.8,4391.25
64,97,6430.9
34,103.8,3470.8
3,49.15,169.05
7,78.5,571.05
35,40.9,1383.6
60,19.65,1161.75
11,94.2,999.9
33,19.8,641.35
24,74.4,1712.9
16,69.65,1043.3
26,78.95,2034.25
4,76.05,318.9
2,44.5,90.05
1,69.4,69.4
68,113.15,7856
4,56.4,234.85
71,108.55,7616
52,109.1,5647.95
24,20.8,469.65
6,70.55,433.95
1,20.65,20.65
16,54.55,825.1
2,69,147.8
58,50,2919.85
4,19.4,93.4
72,115.75,8399.15
2,19.75,39.3
24,20.15,456.85
18,33.5,600
69,66.9,4577.9
25,89.1,2368.4
22,57.95,1271.8
71,85.75,6223.8
50,105.05,5163.3
64,100.05,6254.2
58,20.8,1212.25
59,110.15,6448.05
35,20.75,739.9
15,83.2,1130
1,59.55,59.55
9,79.55,718.55
67,25.6,1784.9
54,109.55,6118.95
29,68.85,1970.5
1,20.45,20.45
37,36.65,1315
13,20.4,251.65
40,94.55,3640.45
51,30.05,1529.45
13,76.2,981.45
1,49.5,49.5
28,94.5,2659.4
58,19.55,1108.8
72,99.15,7422.1
70,104.8,7308.95
1,53.55,53.55
66,20,1374.2
27,49,1291.35
44,65.4,2774.55
1,69.65,69.65
1,25.05,25.05
34,25.05,852.7
38,19.6,717.3
1,19.75,19.75
1,44.1,44.1
40,19.6,808.95
3,76.95,228.4
40,105.95,4335.2
18,19.65,391.7
2,94,181.7
20,108.2,2203.7
72,25.4,1710.9
40,99.2,4062.2
69,81.5,5553.25
70,114.3,8244.3
72,65.55,4807.45
63,86.7,5309.5
35,19.15,638
45,50.9,2298.55
14,80.9,1152.8
23,84.25,1968.1
62,102,6529.25
23,34.6,813.45
72,89.7,6588.95
8,64.4,581.7
5,19.55,99.6
18,73.15,1305.95
24,21.05,531.55
40,106,4178.65
56,107.25,6033.3
53,108.95,5718.2
60,115.25,6758.45
63,36.1,2298.9
24,96,2122.45
55,103.7,5656.75
1,85,85
6,80.5,502.85
9,75.85,647.5
55,75.75,4264.25
1,29.9,29.9
6,55.7,335.65
22,76,1783.6
2,30.4,78.65
56,24.95,1468.9
66,85.9,5595.3
6,49.25,255.6
71,64.05,4492.9
48,29.9,1388.75
42,99,4298.45
3,69.35,191.35
13,48.75,633.4
9,99.3,918.75
4,87.1,341.45
1,100.25,100.25
1,69.2,69.2
25,40.65,970.55
40,84.85,3303.05
30,100.05,3046.15
35,99.05,3395.8
38,69.95,2657.55
30,70.25,2198.9
1,75.7,75.7
1,24.9,24.9
1,79.05,79.05
69,19.1,1268.85
59,20.6,1286
61,94.35,5703
68,99.55,6668
13,44.8,559.2
20,98.55,1842.8
70,89.75,6367.2
11,78,851.8
21,80.9,1714.95
17,70.4,1214.05
18,57.65,992.7
1,20.35,20.35
27,19.9,550.1
72,108.3,7679.65
33,59.55,2016.3
1,69.75,69.75
14,25.55,372.45
36,31.05,1126.35
72,19.7,1421.9
5,83.6,404.2
8,21.05,139.75
42,54.55,2455.05
7,20,137.6
65,105.85,6725.5
3,105.35,323.25
1,93.85,93.85
37,104.5,3778
1,45.7,45.7
62,107.6,6912.7
3,19.85,64.55
17,106.65,1672.1
5,70.25,331.9
8,84.95,668.4
42,40.15,1626.05
16,100.7,1522.7
2,66.4,94.55
3,89.85,248.4
17,102.55,1742.5
18,96.05,1740.7
52,105.05,5624.85
9,94.75,889.9
1,84.65,84.65
1,70.6,70.6
61,24.2,1445.2
1,72.1,72.1
6,63.4,348.8
42,19.35,867.3
56,109.6,5953
41,55.7,2237.55
1,20.3,20.3
1,50.15,50.15
43,19.2,776.25
54,24.95,1364.75
71,84.8,6046.1
48,106.1,5082.8
40,83.85,3532.25
54,20,1149.65
21,54.6,1125.2
25,58.6,1502.65
47,67.45,3252
68,83,5685.8
72,110.45,7982.5
2,44.9,111.05
65,108.8,7082.45
71,99.65,6951.15
71,99.2,7213.75
72,84.5,6130.85
8,25.5,215.2
4,45.3,196.95
27,101.9,2681.15
35,91,3180.5
3,79.4,205.05
53,19.5,1050.5
60,116.6,7049.5
1,73.55,73.55
5,19.85,108.05
18,44.35,768.05
1,50.8,50.8
7,34.2,256.6
11,55.6,580.8
4,81,340.85
68,90.8,6302.85
70,19.7,1341.5
4,25.45,84.2
13,24.5,343.6
2,30.9,59.05
65,74.2,4805.65
72,87.55,6463.15
42,79.9,3313.4
60,93.25,5774.55
3,71.1,213.35
51,59.9,3043.6
32,75.5,2324.7
63,97.45,6253
70,104.45,7349.35
28,106.15,3152.5
37,100.3,3541.4
13,35.4,450.4
18,75.9,1373.05
5,43.25,219
5,30.5,167.2
70,111.15,7737.55
4,23.9,97.5
1,90.6,90.6
1,45.6,45.6
45,24.65,1138.8
66,79.5,5196.1
39,106.4,4040.65
31,91.15,2995.45
36,55.8,1941.5
12,78.85,876.75
29,100.55,2830.45
52,85.15,4461.85
32,19.8,587.7
30,19.7,599.25
7,35.3,264.8
3,100.95,329.95
64,81.25,5567.55
69,108.75,7493.05
3,54.7,169.45
72,24.75,1859.1
1,71.1,71.1
12,80.45,950.2
22,54.2,1152.7
